abap microsoft/aisdkforsapabap
ruby facebook/chef-utils
ruby facebook/grocery-delivery
ruby facebook/homebrew-fb
ruby facebook/it-cpe
ruby microsoft/cocoapods-pod-linkage
ruby microsoft/fastlane-plugin-appcenter
ruby microsoft/macos-cookbook
ruby rails/actionpack-action_caching
ruby rails/actionpack-page_caching
ruby rails/activerecord-session_store
ruby rails/activeresource
ruby rails/acts_as_tree
ruby rails/arel
ruby rails/auto_complete
ruby rails/coffee-rails
ruby rails/commands
ruby rails/cssbundling-rails
ruby rails/dartsass-rails
ruby rails/execjs
ruby rails/globalid
ruby rails/importmap-rails
ruby rails/in_place_editing
ruby rails/jbuilder
ruby rails/jquery-rails
ruby rails/jsbundling-rails
ruby rails/kredis
ruby rails/marcel
ruby rails/mission_control-jobs
ruby rails/open_id_authentication
ruby rails/pjax_rails
ruby rails/propshaft
ruby rails/protected_attributes
ruby rails/rails_upgrade
ruby rails/rails-contributors
ruby rails/rails-html-sanitizer
ruby rails/rails-observers
ruby rails/routing_concerns
ruby rails/rubocop-rails-omakase
ruby rails/sass-rails
ruby rails/solid_cable
ruby rails/solid_cache
ruby rails/solid_queue
ruby rails/spring
ruby rails/sprockets-rails
ruby rails/tailwindcss-rails
ruby rails/thor
ruby rails/web-console
ruby rails/webpacker
ruby ruby/benchmark
ruby ruby/csv
ruby ruby/did_you_mean
ruby ruby/drb
ruby ruby/erb
ruby ruby/error_highlight
ruby ruby/fiddle
ruby ruby/gem_rbs_collection
ruby ruby/irb
ruby ruby/json
ruby ruby/logger
ruby ruby/net-http
ruby ruby/open3
ruby ruby/ostruct
ruby ruby/power_assert
ruby ruby/psych
ruby ruby/rake
ruby ruby/reline
ruby ruby/ruby.wasm
ruby ruby/syntax_suggest
ruby ruby/timeout
ruby ruby/tryruby
ruby ruby/webrick
ruby ruby/www.ruby-lang.org
ruby shopify/app_profiler
ruby shopify/autotuner
ruby shopify/better-html
ruby shopify/bootboot
ruby shopify/bootsnap
ruby shopify/browser_sniffer
ruby shopify/cli-kit
ruby shopify/cli-ui
ruby shopify/deprecation_toolkit
ruby shopify/erb_lint
ruby shopify/git-chain
ruby shopify/graphql-batch
ruby shopify/graphql-metrics
ruby shopify/gvltools
ruby shopify/identity_cache
ruby shopify/job-iteration
ruby shopify/lhm
ruby shopify/limiter
ruby shopify/maintenance_tasks
ruby shopify/measured
ruby shopify/money
ruby shopify/packwerk
ruby shopify/paquito
ruby shopify/pitchfork
ruby shopify/product-taxonomy
ruby shopify/response_bank
ruby shopify/rotoscope
ruby shopify/rubocop-sorbet
ruby shopify/ruby_memcheck
ruby shopify/ruby-lsp-rails
ruby shopify/ruby-style-guide
ruby shopify/seafoam
ruby shopify/semian
ruby shopify/shopify_app
ruby shopify/shopify-app-template-ruby
ruby shopify/smart_todo
ruby shopify/sprockets-commoner
ruby shopify/statsd-instrument
rust aws/aws-secretsmanager-agent
rust aws/clock-bound
rust aws/http-desync-guardian
rust bazelbuild/sandboxfs
rust cosmos/ics23
rust facebook/dotslash
rust facebook/ocamlrep
rust facebookincubator/reindeer
rust facebookincubator/superconsole
rust google/argh
rust google/assertor
rust google/best
rust google/cargo-raze
rust google/comprehensive-rust
rust google/json5format
rust google/magika
rust google/mdbook-i18n-helpers
rust google/ripunzip
rust google/shaderc-rs
rust google/tarpc
rust google/vimscript-language-server
rust google/webbundle
rust grafana/pyroscope-rs
rust iqlusioninc/crates
rust iqlusioninc/tmkms
rust microsoft/avml
rust microsoft/beginners-series-rust
rust microsoft/cookiecutter-rust-actix-clean-architecture
rust microsoft/inno-updater
rust microsoft/lepton_jpeg_rust
rust microsoft/rust_win_etw
rust microsoft/rusty-radamsa
rust microsoft/spartan
rust microsoft/stackfuture
rust microsoft/sudo
rust nginx/ngx-rust
rust rails/rails-new
rust shopify/ruvy
rust shopify/shadowenv
rust worldcoin/proto-neural-zkp
rust worldcoin/semaphore-rs
scala azure/azure-cosmosdb-spark
scala azure/azure-event-hubs-spark
scala microsoft/azure-databricks-nyc-taxi-workshop
scss microsoft/alguidelines
shell aws/amazon-ecs-ami
shell aws/amazon-ecs-logs-collector
shell aws/aws-for-fluent-bit
shell aws/aws-mwaa-local-runner
shell aws/containers-roadmap
shell aws/eks-distro
shell azure/azhpc-images
shell azure/azure-service-bus-emulator-installer
shell azure/container-service-for-azure-china
shell azure/kubernetes-volume-drivers
shell azure/mlops-v2
shell azure/moodle
shell google/cityhash
shell google/purr
shell grafana/database-migrator
shell grafana/docker-otel-lgtm
shell gsa/data.gov
shell jitsi/rnnoise-wasm
shell kubernetes/git-sync
shell kubernetes/sig-release
shell kubernetes-client/gen
shell kubernetes-csi/csi-driver-iscsi
shell kubernetes-csi/node-driver-registrar
shell matomo-org/docker
shell microsoft/appcenter
shell microsoft/symphony
shell microsoft/vscode-figma-toolkit
shell rails/rails-dev-box
shell shopify/lighthouse-ci-action
shell spiffe/spiffe
shell valvesoftware/steam-runtime
shell worldcoin/orb-hardware
smarty grafana/helm-charts
smarty grafana/k8s-monitoring-helm
solidity microsoft/beginners-series-blockchain
starlark bazelbuild/bazel-skylib
starlark bazelbuild/platforms
starlark bazelbuild/rules_pkg
starlark bazelbuild/rules_proto
starlark bazelbuild/rules_scala
starlark bazelbuild/starlark
starlark google/cel-spec
swift facebookincubator/forgearmory
swift google/gtmappauth
swift google/swift-benchmark
swift mapbox/fingertips
swift mapbox/mapboxgeocoder.swift
swift mapbox/mapbox-scenekit
swift mapbox/mapboxstatic.swift
swift mapbox/turf-swift
swift matomo-org/matomo-sdk-ios
swift microsoft/healthkit-on-fhir
swift shopify/functionaltabledata
swift shopify/tracky
tex google/cluster-data
tex microsoft/hlsl-specs
tla azure/azure-cosmos-tla
tsql microsoft/azure_synapse_toolbox
tsql microsoft/azure-sql-tips
typescript angular/angularfire
typescript angular/angular-ja
typescript angular/dgeni
typescript angular/vscode-ng-language-service
typescript auth0/auth0-spa-js
typescript auth0/nextjs-auth0
typescript aws/amazon-ivs-react-native-player
typescript aws/aws-toolkit-azure-devops
typescript aws/constructs
typescript azure/azure-resource-manager-schemas
typescript azure/cli
typescript azure/docker-login
typescript azure/fetch-event-source
typescript azure/functions-action
typescript azure/k8s-deploy
typescript azure/login
typescript azure/openai-at-scale
typescript azure/setup-helm
typescript azure/setup-kubectl
typescript azure/sql-action
typescript dotnet/try
typescript facebookincubator/meta-code-verify
typescript google/clasp
typescript google/csp-evaluator
typescript google/emoji-scavenger-hunt
typescript google/googlesre
typescript google/gts
typescript google/incremental-dom
typescript google/intermock
typescript google/js-green-licenses
typescript google/node-fastify-auto-push
typescript google/node-h2-auto-push
typescript google/peoplemath
typescript google/playground-elements
typescript google/postcss-rename
typescript google/react-schemaorg
typescript google/safevalues
typescript google/schema-dts
typescript google/tachometer
typescript google/tamperchrome
typescript google/tour-of-wgsl
typescript google/tsec
typescript google/visualblocks
typescript grafana/grafana-image-renderer
typescript grafana/grafana-infinity-datasource
typescript grafana/grafana-json-datasource
typescript grafana/grafana-zabbix
typescript grafana/k6-template-typescript
typescript grafana/strava-datasource
typescript kubernetes-client/javascript
typescript mapbox/react-colorpickr
typescript mapbox/sphericalmercator
typescript mapbox/tilebelt
typescript microsoft/adaptivecards-templates
typescript microsoft/ai-chat-protocol
typescript microsoft/angular-react
typescript microsoft/applicationinsights-node.js
typescript microsoft/azurechat
typescript microsoft/azuredatastudio-postgresql
typescript microsoft/azure-devops-extension-sdk
typescript microsoft/azure-devops-extension-tasks
typescript microsoft/azure-pipelines-vscode
typescript microsoft/backfill
typescript microsoft/botframework-directlinejs
typescript microsoft/build-your-own-copilot-solution-accelerator
typescript microsoft/chat-copilot
typescript microsoft/clarity
typescript microsoft/code-push
typescript microsoft/codetour
typescript microsoft/coe-starter-kit
typescript microsoft/etcd3
typescript microsoft/inshellisense
typescript microsoft/just
typescript microsoft/lage
typescript microsoft/mha
typescript microsoft/micro-frontend-react
typescript microsoft/node-jsonc-parser
typescript microsoft/node-pty
typescript microsoft/onnxruntime-nextjs-template
typescript microsoft/parallel-prettier
typescript microsoft/paris
typescript microsoft/powerbi-client-angular
typescript microsoft/powerbi-client-react
typescript microsoft/powerbi-client-vue-js
typescript microsoft/powerbi-visuals-gantt
typescript microsoft/powerbi-visuals-tools
typescript microsoft/powerplatform-actions
typescript microsoft/powerplatform-build-tools
typescript microsoft/process-migrator
typescript microsoft/prompt-engine
typescript microsoft/pxt-maker
typescript microsoft/react-native-dualscreen
typescript microsoft/react-native-gallery
typescript microsoft/react-native-tscodegen
typescript microsoft/redux-dag-history
typescript microsoft/redux-dynamic-modules
typescript microsoft/redux-micro-frontend
typescript microsoft/resub
typescript microsoft/sarif-vscode-extension
typescript microsoft/satcheljs
typescript microsoft/setup-msbuild
typescript microsoft/tfs-cli
typescript microsoft/ts-fix
typescript microsoft/ts-gyb
typescript microsoft/tslib
typescript microsoft/ts-parsec
typescript microsoft/tsyringe
typescript microsoft/typechat
typescript microsoft/typed-rest-client
typescript microsoft/typescript-analyze-trace
typescript microsoft/typescript-dom-lib-generator
typescript microsoft/typescript-lit-html-plugin
typescript microsoft/typescript-tmlanguage
typescript microsoft/vscode-azure-account
typescript microsoft/vscode-azureappservice
typescript microsoft/vscode-cordova
typescript microsoft/vscode-debugadapter-node
typescript microsoft/vscode-edge-devtools
typescript microsoft/vscode-eslint
typescript microsoft/vscode-extension-telemetry
typescript microsoft/vscode-github-issue-notebooks
typescript microsoft/vscode-github-triage-actions
typescript microsoft/vscode-hexeditor
typescript microsoft/vscode-java-debug
typescript microsoft/vscode-java-dependency
typescript microsoft/vscode-js-profile-visualizer
typescript microsoft/vscode-languagedetection
typescript microsoft/vscode-livepreview
typescript microsoft/vscode-makefile-tools
typescript microsoft/vscode-maven
typescript microsoft/vscode-notebook-renderers
typescript microsoft/vscode-oniguruma
typescript microsoft/vscode-prompt-tsx
typescript microsoft/vscode-sublime-keybindings
typescript microsoft/vscode-textmate
typescript microsoft/vscode-uri
typescript microsoft/vscode-vsce
typescript microsoft/vsts-extension-retrospectives
typescript microsoft/vsts-team-calendar
typescript microsoft/webpack-bundle-compare
typescript microsoft/workspace-tools
typescript pixiv/charcoal
typescript plaid/react-native-plaid-link-sdk
typescript plaid/react-plaid-link
typescript ruby/vscode-rdbg
typescript shopify/flash-list
typescript shopify/react-native-performance
typescript shopify/remote-dom
typescript shopify/restyle
typescript shopify/screenshot-glb
typescript shopify/shopify-app-template-remix
typescript shopify/shopify-theme-inspector
typescript shopify/vscode-shopify-ruby
typescript worldcoin/idkit-js
vue google/devlibrary
